run_id,object,temperature,item_index,use_text
6,brick,0.7,16,**Garden Edge Marker:** Bury them halfway to define a flower bed.
6,brick,0.7,17,**DIY Dumbbell:** Grip it by the sides for a quick upper-body workout.
6,brick,0.7,18,**Heat Sink:** Heat it in an oven (low temp) and wrap it in fabric for a foot warmer.
6,brick,0.7,19,**Towel Holder:** Prop one end of a damp towel under a brick to dry.
6,brick,0.7,20,**Abstract Sculpture Base:** Use it as a pedestal for a small art piece.
7,brick,0.7,1,**Nutcracker:** Use its weight to crack hard-shelled nuts.
7,brick,0.7,2,**Bookend:** A rustic way to hold up a series of novels.
7,brick,0.7,3,**DIY Weights:** Wrap it in a towel for a makeshift dumbbell.
7,brick,0.7,4,**Incense Holder:** Drill a small hole in the top for a stick.
7,brick,0.7,5,"**Doorstop:** Simple, heavy, and effective."
7,brick,0.7,6,**Heat Sink:** Heat it in an oven and wrap it in fabric as a bed warmer.
7,brick,0.7,7,**Aquarium Decor:** Create a cave or castle for fish.
7,brick,0.7,8,**Garden Edge:** Define flower beds with a linear border.
7,brick,0.7,9,**Paint Palette:** Use the flat surface to mix thick acrylics.
7,brick,0.7,10,**Paperweight:** Keeps blueprints from blowing away outdoors.
7,brick,0.7,11,**Knife Sharpener:** Use the abrasive surface to hone a blade.
7,brick,0.7,12,**Boot Scraper:** Place it by the door to knock mud off shoes.
7,brick,0.7,13,**Rustic Candle Holder:** Carve a shallow divot for a tea light.
7,brick,0.7,14,**Towel Anchor:** Hold a beach towel down on windy sand.
7,brick,0.7,15,**Yoga Block Alternative:** Support your palms during stretches.
7,brick,0.7,16,**Rustic Stepping Stone:** Place them in a path through a garden.
7,brick,0.7,17,**Meat Press:** Wrap in foil and press bacon or chicken in a pan.
7,brick,0.7,18,**Improvised Hammer:** For driving stakes into soft ground.
7,brick,0.7,19,**Bird Bath Base:** Stack them to elevate a shallow basin.
7,brick,0.7,20,**Hidden Safe:** Hollow one out (if possible) to hide a key.
8,brick,0.7,1,**Nutcracker:** Use its weight to crack open stubborn walnuts.
8,brick,0.7,2,**DIY Bookend:** Wrap it in fabric or leather for a rustic library look.
8,brick,0.7,3,**Incense Holder:** Drill a small hole into the center to hold sticks.
8,brick,0.7,4,**Boot Scraper:** Place it by the door to scrape mud off soles.
8,brick,0.7,5,**Aquarium Decor:** Create a cave or fortress for fish.
8,brick,0.7,6,**Improvised Dumbbell:** Use two bricks for a quick upper-body workout.
8,brick,0.7,7,"**Heat Sink:** Heat it in the oven, wrap it in a towel, and use it as a bed warmer."
8,brick,0.7,8,**Paperweight for Outdoor Blueprints:** Keep wind from blowing away site plans.
8,brick,0.7,9,**Rustic Planter:** Hollow out the center or stack them to hold succulents.
8,brick,0.7,10,"**Doorstop:** A classic, heavy-duty solution for drafty rooms."
8,brick,0.7,11,**Paint Palette:** Use the porous surface to mix acrylics.
8,brick,0.7,12,**Knife Sharpener:** Use a rough brick to hone a dull blade in a pinch.
8,brick,0.7,13,**Garden Path Marker:** Paint symbols or numbers on them to mark rows.
8,brick,0.7,14,**Press for Tofu:** Use it to squeeze excess water out of tofu.
8,brick,0.7,15,**Candle Pillar:** Place a tea light on top for a brutalist centerpiece.
8,brick,0.7,16,**Outdoor Grill Base:** Stack them to create a temporary fire pit.
8,brick,0.7,17,**Paper Press:** Flatten dried flowers or pressed leaves.
8,brick,0.7,18,**Bird Bath Base:** Elevate a shallow basin off the ground.
8,brick,0.7,19,**Towel Holder:** Drill a hole through it and slide it onto a rod.
8,brick,0.7,20,**Abstract Sculpture:** Glue them in gravity-defying patterns for modern art.
9,brick,0.7,1,**Nutcracker:** Use its weight to crack hard shells.
9,brick,0.7,2,**Bookend:** A rustic way to hold up a library.
9,brick,0.7,3,**Incense Holder:** Drill a small hole to hold a stick.
9,brick,0.7,4,"**DIY Heater:** Heat it in a fire, wrap it in wool, and put it at the foot of a bed."
9,brick,0.7,5,**Paperweight:** Perfect for windy outdoor drafting.
9,brick,0.7,6,**Aquarium Decor:** Create a textured cave for fish.
9,brick,0.7,7,**Doorstop:** A heavy-duty solution for heavy doors.
9,brick,0.7,8,**Paint Palette:** Use the flat surface to mix acrylics.
9,brick,0.7,9,**Boot Scraper:** Place it by the door to knock mud off soles.
9,brick,0.7,10,**Yoga Block:** A sturdy (though hard) support for stretches.
9,brick,0.7,11,**Weight for Brining:** Press it onto vegetables in a pickling jar.
9,brick,0.7,12,**Garden Edge:** Line a path for a geometric border.
9,brick,0.7,13,**Improvisational Dumbbell:** For a quick arm workout.
9,brick,0.7,14,**Knife Sharpener:** Use the rough side to hone a blade.
9,brick,0.7,15,**Towel Rack Anchor:** Use it as a base for a freestanding pole.
9,brick,0.7,16,**Outdoor Candle Holder:** Carve a shallow divot for a tea light.
9,brick,0.7,17,**Pottery Mold:** Use the edges to create straight lines in clay.
9,brick,0.7,18,**Step Stool:** A single-brick boost for reaching a low shelf.
9,brick,0.7,19,**Heat Sink:** Place it under a laptop to absorb excess heat.
9,brick,0.7,20,**Abstract Sculpture:** Paint it and mount it as minimalist art.
10,brick,0.7,1,**Nutcracker:** Use its weight to crack hard shells.
10,brick,0.7,2,**DIY Bookends:** Wrap them in fabric or leather for industrial decor.
10,brick,0.7,3,**Incense Holder:** Drill a small hole into the center to hold a stick.
10,brick,0.7,4,**Pasta Press:** Wrap in foil and place atop ingredients to press them.
10,brick,0.7,5,"**Doorstop:** A classic, heavy-duty solution for windy days."
10,brick,0.7,6,"**Garden Edge:** Create a rustic, staggered border for flower beds."
10,brick,0.7,7,**Paperweight:** Keep blueprints or large maps from curling.
10,brick,0.7,8,**Boot Scraper:** Place by the door to scrape mud off soles.
10,brick,0.7,9,"**Aquarium Decor:** Create a ""cave"" for bottom-dwelling fish."
10,brick,0.7,10,**Improvised Anvil:** For light metal bending or hammering.
10,brick,0.7,11,"**Heat Sink:** Heat it in the oven, wrap in a towel, and use as a bed warmer."
10,brick,0.7,12,**Paint Palette:** Use the porous surface to mix thick acrylics.
10,brick,0.7,13,**Yoga Block:** A sturdy (though heavy) alternative for support.
10,brick,0.7,14,**Knife Sharpener:** Use the rough side to hone a blade in a pinch.
10,brick,0.7,15,**Towel Holder:** Notch a brick and slide a rod through for a bathroom stand.
10,brick,0.7,16,**Step Stool:** Stack and secure them to reach a high shelf.
10,brick,0.7,17,**Weight for Brining:** Place on top of a meat brine to keep poultry submerged.
10,brick,0.7,18,**Outdoor Fire Pit Base:** Create a heat-resistant foundation.
10,brick,0.7,19,**Rustic Candle Holder:** Use a brick with holes (frogs) to hold pillars.
10,brick,0.7,20,**Exercise Weight:** Use for single-arm rows or weighted lunges.
